,time_seconds,time_seconds_delta,Timestamp,Data,X,Y,Z,Gmag,Gmag_norm,Std threshold,Q3 threshold,HO threshold
125,13.144,0.18200000000000038,1900-01-01 18:54:17.090,0000240132 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
126,13.233,0.08900000000000041,1900-01-01 18:54:17.179,0000240312 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
127,13.412,0.17900000000000027,1900-01-01 18:54:17.358,0000240492 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
128,13.546,0.13399999999999856,1900-01-01 18:54:17.492,0000240582 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
129,13.638,0.09200000000000053,1900-01-01 18:54:17.584,0000240717 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
130,13.724,0.0860000000000003,1900-01-01 18:54:17.670,0000240807 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
131,13.815,0.0909999999999993,1900-01-01 18:54:17.761,0000240898 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
132,13.906,0.09100000000000108,1900-01-01 18:54:17.852,0000240987 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
133,13.994,0.08799999999999919,1900-01-01 18:54:17.940,0000241077 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
134,14.085,0.09100000000000108,1900-01-01 18:54:18.031,0000241167 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
135,14.176,0.0909999999999993,1900-01-01 18:54:18.122,0000241257 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
136,14.267,0.0909999999999993,1900-01-01 18:54:18.213,0000241347 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
137,14.354,0.08699999999999974,1900-01-01 18:54:18.300,0000241437 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
138,14.443,0.08900000000000041,1900-01-01 18:54:18.389,0000241527 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
139,14.537,0.0940000000000012,1900-01-01 18:54:18.483,0000241617 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
140,14.626,0.08899999999999864,1900-01-01 18:54:18.572,0000241707 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
141,14.76,0.13400000000000034,1900-01-01 18:54:18.706,0000241797 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
